,country,month,value,year,date
198,スウェーデン,5,1754.0,2005,2005-05-01 00:00:00
208,アイルランド,5,965.0,2005,2005-05-01 00:00:00
196,ロシア,5,4744.0,2005,2005-05-01 00:00:00
176,総数,5,530752.0,2005,2005-05-01 00:00:00
177,アジア計,5,357077.0,2005,2005-05-01 00:00:00
178,韓国,5,114151.0,2005,2005-05-01 00:00:00
179,中国,5,50721.0,2005,2005-05-01 00:00:00
180,台湾,5,114392.0,2005,2005-05-01 00:00:00
197,スペイン,5,2050.0,2005,2005-05-01 00:00:00
182,タイ,5,11068.0,2005,2005-05-01 00:00:00
183,シンガポール,5,7590.0,2005,2005-05-01 00:00:00
184,マレーシア,5,7076.0,2005,2005-05-01 00:00:00
185,インドネシア,5,4577.0,2005,2005-05-01 00:00:00
181,香港,5,16529.0,2005,2005-05-01 00:00:00
187,ベトナム,5,1759.0,2005,2005-05-01 00:00:00
188,インド,5,6230.0,2005,2005-05-01 00:00:00
189,イスラエル,5,1050.0,2005,2005-05-01 00:00:00
190,トルコ,5,557.0,2005,2005-05-01 00:00:00
191,ヨーロッパ計,5,63453.0,2005,2005-05-01 00:00:00
192,英国,5,15695.0,2005,2005-05-01 00:00:00
193,フランス,5,9183.0,2005,2005-05-01 00:00:00
194,ドイツ,5,9681.0,2005,2005-05-01 00:00:00
195,イタリア,5,3766.0,2005,2005-05-01 00:00:00
186,フィリピン,5,15598.0,2005,2005-05-01 00:00:00
250,オーストリア,6,838.0,2005,2005-06-01 00:00:00
249,ノルウェー,6,634.0,2005,2005-06-01 00:00:00
248,デンマーク,6,938.0,2005,2005-06-01 00:00:00
243,オランダ,6,2091.0,2005,2005-06-01 00:00:00
246,フィンランド,6,827.0,2005,2005-06-01 00:00:00
245,ベルギー,6,1234.0,2005,2005-06-01 00:00:00
244,スイス,6,1529.0,2005,2005-06-01 00:00:00
247,ポーランド,6,616.0,2005,2005-06-01 00:00:00
251,ポルトガル,6,1179.0,2005,2005-06-01 00:00:00
261,豪州,6,18463.0,2005,2005-06-01 00:00:00
253,アフリカ計,6,2067.0,2005,2005-06-01 00:00:00
254,北アメリカ計,6,93934.0,2005,2005-06-01 00:00:00
255,米国,6,81686.0,2005,2005-06-01 00:00:00
256,カナダ,6,10101.0,2005,2005-06-01 00:00:00
257,メキシコ,6,1627.0,2005,2005-06-01 00:00:00
258,南アメリカ計,6,2528.0,2005,2005-06-01 00:00:00
259,ブラジル,6,1220.0,2005,2005-06-01 00:00:00
260,オセアニア計,6,21448.0,2005,2005-06-01 00:00:00
242,スウェーデン,6,1651.0,2005,2005-06-01 00:00:00
252,アイルランド,6,954.0,2005,2005-06-01 00:00:00
241,スペイン,6,1806.0,2005,2005-06-01 00:00:00
230,フィリピン,6,12485.0,2005,2005-06-01 00:00:00
239,イタリア,6,3202.0,2005,2005-06-01 00:00:00
262,ニュージーランド,6,2580.0,2005,2005-06-01 00:00:00
220,総数,6,551134.0,2005,2005-06-01 00:00:00
221,アジア計,6,374766.0,2005,2005-06-01 00:00:00
222,韓国,6,133177.0,2005,2005-06-01 00:00:00
223,中国,6,44086.0,2005,2005-06-01 00:00:00
224,台湾,6,121516.0,2005,2005-06-01 00:00:00
225,香港,6,22984.0,2005,2005-06-01 00:00:00
226,タイ,6,7469.0,2005,2005-06-01 00:00:00
227,シンガポール,6,8493.0,2005,2005-06-01 00:00:00
228,マレーシア,6,5551.0,2005,2005-06-01 00:00:00
229,インドネシア,6,5597.0,2005,2005-06-01 00:00:00
231,ベトナム,6,1915.0,2005,2005-06-01 00:00:00
232,インド,6,4894.0,2005,2005-06-01 00:00:00
233,イスラエル,6,718.0,2005,2005-06-01 00:00:00
234,トルコ,6,574.0,2005,2005-06-01 00:00:00
235,ヨーロッパ計,6,56312.0,2005,2005-06-01 00:00:00
236,英国,6,14017.0,2005,2005-06-01 00:00:00
237,フランス,6,7686.0,2005,2005-06-01 00:00:00
238,ドイツ,6,8236.0,2005,2005-06-01 00:00:00
240,ロシア,6,5248.0,2005,2005-06-01 00:00:00
263,無国籍・その他,6,79.0,2005,2005-06-01 00:00:00
307,無国籍・その他,7,77.0,2005,2005-07-01 00:00:00
265,アジア計,7,471907.0,2005,2005-07-01 00:00:00
289,ベルギー,7,1287.0,2005,2005-07-01 00:00:00
290,フィンランド,7,857.0,2005,2005-07-01 00:00:00
291,ポーランド,7,570.0,2005,2005-07-01 00:00:00
292,デンマーク,7,1056.0,2005,2005-07-01 00:00:00
293,ノルウェー,7,739.0,2005,2005-07-01 00:00:00
294,オーストリア,7,1153.0,2005,2005-07-01 00:00:00
295,ポルトガル,7,1178.0,2005,2005-07-01 00:00:00
296,アイルランド,7,1265.0,2005,2005-07-01 00:00:00
288,スイス,7,2338.0,2005,2005-07-01 00:00:00
298,北アメリカ計,7,95907.0,2005,2005-07-01 00:00:00
300,カナダ,7,14096.0,2005,2005-07-01 00:00:00
301,メキシコ,7,2566.0,2005,2005-07-01 00:00:00
302,南アメリカ計,7,3096.0,2005,2005-07-01 00:00:00
303,ブラジル,7,1578.0,2005,2005-07-01 00:00:00
304,オセアニア計,7,23172.0,2005,2005-07-01 00:00:00
305,豪州,7,19254.0,2005,2005-07-01 00:00:00
306,ニュージーランド,7,3371.0,2005,2005-07-01 00:00:00
264,総数,7,669172.0,2005,2005-07-01 00:00:00
299,米国,7,78619.0,2005,2005-07-01 00:00:00
287,オランダ,7,2700.0,2005,2005-07-01 00:00:00
297,アフリカ計,7,2177.0,2005,2005-07-01 00:00:00
285,スペイン,7,3343.0,2005,2005-07-01 00:00:00
286,スウェーデン,7,1596.0,2005,2005-07-01 00:00:00
266,韓国,7,170420.0,2005,2005-07-01 00:00:00
267,中国,7,60844.0,2005,2005-07-01 00:00:00
268,台湾,7,153393.0,2005,2005-07-01 00:00:00
269,香港,7,32608.0,2005,2005-07-01 00:00:00
270,タイ,7,8203.0,2005,2005-07-01 00:00:00
272,マレーシア,7,4784.0,2005,2005-07-01 00:00:00
273,インドネシア,7,5797.0,2005,2005-07-01 00:00:00
274,フィリピン,7,14556.0,2005,2005-07-01 00:00:00
275,ベトナム,7,2233.0,2005,2005-07-01 00:00:00
271,シンガポール,7,5983.0,2005,2005-07-01 00:00:00
276,インド,7,5010.0,2005,2005-07-01 00:00:00
283,イタリア,7,4049.0,2005,2005-07-01 00:00:00
282,ドイツ,7,10004.0,2005,2005-07-01 00:00:00
281,フランス,7,10232.0,2005,2005-07-01 00:00:00
280,英国,7,19663.0,2005,2005-07-01 00:00:00
284,ロシア,7,6379.0,2005,2005-07-01 00:00:00
278,トルコ,7,773.0,2005,2005-07-01 00:00:00
277,イスラエル,7,1012.0,2005,2005-07-01 00:00:00
279,ヨーロッパ計,7,72836.0,2005,2005-07-01 00:00:00
340,アイルランド,8,1388.0,2005,2005-08-01 00:00:00
332,スイス,8,1753.0,2005,2005-08-01 00:00:00
333,ベルギー,8,964.0,2005,2005-08-01 00:00:00
334,フィンランド,8,900.0,2005,2005-08-01 00:00:00
335,ポーランド,8,531.0,2005,2005-08-01 00:00:00
336,デンマーク,8,769.0,2005,2005-08-01 00:00:00
337,ノルウェー,8,631.0,2005,2005-08-01 00:00:00
338,オーストリア,8,951.0,2005,2005-08-01 00:00:00
339,ポルトガル,8,1691.0,2005,2005-08-01 00:00:00
341,アフリカ計,8,2365.0,2005,2005-08-01 00:00:00
351,無国籍・その他,8,85.0,2005,2005-08-01 00:00:00
343,米国,8,62645.0,2005,2005-08-01 00:00:00
344,カナダ,8,13087.0,2005,2005-08-01 00:00:00
345,メキシコ,8,1363.0,2005,2005-08-01 00:00:00
346,南アメリカ計,8,2619.0,2005,2005-08-01 00:00:00
347,ブラジル,8,1340.0,2005,2005-08-01 00:00:00
348,オセアニア計,8,19373.0,2005,2005-08-01 00:00:00
349,豪州,8,16019.0,2005,2005-08-01 00:00:00
350,ニュージーランド,8,3015.0,2005,2005-08-01 00:00:00
331,オランダ,8,2500.0,2005,2005-08-01 00:00:00
342,北アメリカ計,8,77816.0,2005,2005-08-01 00:00:00
330,スウェーデン,8,1510.0,2005,2005-08-01 00:00:00
319,ベトナム,8,2000.0,2005,2005-08-01 00:00:00
328,ロシア,8,5557.0,2005,2005-08-01 00:00:00
329,スペイン,8,3313.0,2005,2005-08-01 00:00:00
308,総数,8,618655.0,2005,2005-08-01 00:00:00
309,アジア計,8,448769.0,2005,2005-08-01 00:00:00
310,韓国,8,193279.0,2005,2005-08-01 00:00:00
311,中国,8,65026.0,2005,2005-08-01 00:00:00
312,台湾,8,116030.0,2005,2005-08-01 00:00:00
314,タイ,8,7524.0,2005,2005-08-01 00:00:00
315,シンガポール,8,4903.0,2005,2005-08-01 00:00:00
316,マレーシア,8,4868.0,2005,2005-08-01 00:00:00
317,インドネシア,8,4260.0,2005,2005-08-01 00:00:00
313,香港,8,27826.0,2005,2005-08-01 00:00:00
327,イタリア,8,4420.0,2005,2005-08-01 00:00:00
320,インド,8,5266.0,2005,2005-08-01 00:00:00
321,イスラエル,8,832.0,2005,2005-08-01 00:00:00
322,トルコ,8,497.0,2005,2005-08-01 00:00:00
323,ヨーロッパ計,8,67628.0,2005,2005-08-01 00:00:00
324,英国,8,18820.0,2005,2005-08-01 00:00:00
325,フランス,8,9421.0,2005,2005-08-01 00:00:00
326,ドイツ,8,8512.0,2005,2005-08-01 00:00:00
318,フィリピン,8,10255.0,2005,2005-08-01 00:00:00
383,ポルトガル,9,681.0,2005,2005-09-01 00:00:00
382,オーストリア,9,1176.0,2005,2005-09-01 00:00:00
381,ノルウェー,9,738.0,2005,2005-09-01 00:00:00
380,デンマーク,9,1103.0,2005,2005-09-01 00:00:00
376,スイス,9,2129.0,2005,2005-09-01 00:00:00
378,フィンランド,9,1064.0,2005,2005-09-01 00:00:00
377,ベルギー,9,1218.0,2005,2005-09-01 00:00:00
384,アイルランド,9,1244.0,2005,2005-09-01 00:00:00
379,ポーランド,9,744.0,2005,2005-09-01 00:00:00
385,アフリカ計,9,2618.0,2005,2005-09-01 00:00:00
395,無国籍・その他,9,72.0,2005,2005-09-01 00:00:00
387,米国,9,58916.0,2005,2005-09-01 00:00:00
388,カナダ,9,10460.0,2005,2005-09-01 00:00:00
389,メキシコ,9,1928.0,2005,2005-09-01 00:00:00
390,南アメリカ計,9,3432.0,2005,2005-09-01 00:00:00
391,ブラジル,9,1817.0,2005,2005-09-01 00:00:00
392,オセアニア計,9,25283.0,2005,2005-09-01 00:00:00
393,豪州,9,21072.0,2005,2005-09-01 00:00:00
394,ニュージーランド,9,3849.0,2005,2005-09-01 00:00:00
375,オランダ,9,2382.0,2005,2005-09-01 00:00:00
386,北アメリカ計,9,71916.0,2005,2005-09-01 00:00:00
374,スウェーデン,9,2025.0,2005,2005-09-01 00:00:00
362,フィリピン,9,9895.0,2005,2005-09-01 00:00:00
372,ロシア,9,5577.0,2005,2005-09-01 00:00:00
352,総数,9,540462.0,2005,2005-09-01 00:00:00
353,アジア計,9,369841.0,2005,2005-09-01 00:00:00
354,韓国,9,130269.0,2005,2005-09-01 00:00:00
355,中国,9,66216.0,2005,2005-09-01 00:00:00
356,台湾,9,100895.0,2005,2005-09-01 00:00:00
357,香港,9,20303.0,2005,2005-09-01 00:00:00
358,タイ,9,10373.0,2005,2005-09-01 00:00:00
359,シンガポール,9,5989.0,2005,2005-09-01 00:00:00
360,マレーシア,9,6161.0,2005,2005-09-01 00:00:00
361,インドネシア,9,5039.0,2005,2005-09-01 00:00:00
373,スペイン,9,2973.0,2005,2005-09-01 00:00:00
363,ベトナム,9,2021.0,2005,2005-09-01 00:00:00
364,インド,9,4783.0,2005,2005-09-01 00:00:00
365,イスラエル,9,996.0,2005,2005-09-01 00:00:00
366,トルコ,9,566.0,2005,2005-09-01 00:00:00
367,ヨーロッパ計,9,67300.0,2005,2005-09-01 00:00:00
368,英国,9,16602.0,2005,2005-09-01 00:00:00
369,フランス,9,9057.0,2005,2005-09-01 00:00:00
370,ドイツ,9,10340.0,2005,2005-09-01 00:00:00
371,イタリア,9,3926.0,2005,2005-09-01 00:00:00
426,オーストリア,10,1417.0,2005,2005-10-01 00:00:00
425,ノルウェー,10,881.0,2005,2005-10-01 00:00:00
424,デンマーク,10,1523.0,2005,2005-10-01 00:00:00
423,ポーランド,10,564.0,2005,2005-10-01 00:00:00
419,オランダ,10,3293.0,2005,2005-10-01 00:00:00
421,ベルギー,10,1584.0,2005,2005-10-01 00:00:00
420,スイス,10,2700.0,2005,2005-10-01 00:00:00
427,ポルトガル,10,762.0,2005,2005-10-01 00:00:00
422,フィンランド,10,1533.0,2005,2005-10-01 00:00:00
428,アイルランド,10,1229.0,2005,2005-10-01 00:00:00
432,カナダ,10,13461.0,2005,2005-10-01 00:00:00
430,北アメリカ計,10,92773.0,2005,2005-10-01 00:00:00
431,米国,10,76704.0,2005,2005-10-01 00:00:00
439,無国籍・その他,10,70.0,2005,2005-10-01 00:00:00
433,メキシコ,10,1916.0,2005,2005-10-01 00:00:00
434,南アメリカ計,10,3949.0,2005,2005-10-01 00:00:00
435,ブラジル,10,1841.0,2005,2005-10-01 00:00:00
436,オセアニア計,10,18908.0,2005,2005-10-01 00:00:00
437,豪州,10,15810.0,2005,2005-10-01 00:00:00
418,スウェーデン,10,3126.0,2005,2005-10-01 00:00:00
429,アフリカ計,10,1741.0,2005,2005-10-01 00:00:00
438,ニュージーランド,10,2813.0,2005,2005-10-01 00:00:00
417,スペイン,10,2502.0,2005,2005-10-01 00:00:00
415,イタリア,10,5067.0,2005,2005-10-01 00:00:00
416,ロシア,10,6207.0,2005,2005-10-01 00:00:00
396,総数,10,599539.0,2005,2005-10-01 00:00:00
397,アジア計,10,396643.0,2005,2005-10-01 00:00:00
398,韓国,10,146650.0,2005,2005-10-01 00:00:00
399,中国,10,61239.0,2005,2005-10-01 00:00:00
400,台湾,10,107093.0,2005,2005-10-01 00:00:00
402,タイ,10,13017.0,2005,2005-10-01 00:00:00
403,シンガポール,10,7983.0,2005,2005-10-01 00:00:00
404,マレーシア,10,7639.0,2005,2005-10-01 00:00:00
401,香港,10,21968.0,2005,2005-10-01 00:00:00
406,フィリピン,10,9669.0,2005,2005-10-01 00:00:00
405,インドネシア,10,6079.0,2005,2005-10-01 00:00:00
413,フランス,10,11275.0,2005,2005-10-01 00:00:00
412,英国,10,22673.0,2005,2005-10-01 00:00:00
411,ヨーロッパ計,10,85455.0,2005,2005-10-01 00:00:00
414,ドイツ,10,14418.0,2005,2005-10-01 00:00:00
409,イスラエル,10,1307.0,2005,2005-10-01 00:00:00
408,インド,10,5040.0,2005,2005-10-01 00:00:00
407,ベトナム,10,2588.0,2005,2005-10-01 00:00:00
410,トルコ,10,753.0,2005,2005-10-01 00:00:00
471,ポルトガル,11,684.0,2005,2005-11-01 00:00:00
464,スイス,11,1655.0,2005,2005-11-01 00:00:00
465,ベルギー,11,1241.0,2005,2005-11-01 00:00:00
466,フィンランド,11,1241.0,2005,2005-11-01 00:00:00
467,ポーランド,11,540.0,2005,2005-11-01 00:00:00
468,デンマーク,11,1105.0,2005,2005-11-01 00:00:00
469,ノルウェー,11,805.0,2005,2005-11-01 00:00:00
470,オーストリア,11,967.0,2005,2005-11-01 00:00:00
472,アイルランド,11,999.0,2005,2005-11-01 00:00:00
463,オランダ,11,2573.0,2005,2005-11-01 00:00:00
474,北アメリカ計,11,77337.0,2005,2005-11-01 00:00:00
475,米国,11,63612.0,2005,2005-11-01 00:00:00
476,カナダ,11,11810.0,2005,2005-11-01 00:00:00
477,メキシコ,11,1361.0,2005,2005-11-01 00:00:00
478,南アメリカ計,11,2238.0,2005,2005-11-01 00:00:00
479,ブラジル,11,1040.0,2005,2005-11-01 00:00:00
480,オセアニア計,11,14829.0,2005,2005-11-01 00:00:00
481,豪州,11,12297.0,2005,2005-11-01 00:00:00
482,ニュージーランド,11,2339.0,2005,2005-11-01 00:00:00
473,アフリカ計,11,2021.0,2005,2005-11-01 00:00:00
462,スウェーデン,11,2059.0,2005,2005-11-01 00:00:00
483,無国籍・その他,11,86.0,2005,2005-11-01 00:00:00
460,ロシア,11,6301.0,2005,2005-11-01 00:00:00
440,総数,11,526229.0,2005,2005-11-01 00:00:00
441,アジア計,11,362568.0,2005,2005-11-01 00:00:00
442,韓国,11,140442.0,2005,2005-11-01 00:00:00
443,中国,11,52670.0,2005,2005-11-01 00:00:00
444,台湾,11,93862.0,2005,2005-11-01 00:00:00
445,香港,11,22946.0,2005,2005-11-01 00:00:00
446,タイ,11,7970.0,2005,2005-11-01 00:00:00
447,シンガポール,11,9839.0,2005,2005-11-01 00:00:00
448,マレーシア,11,7277.0,2005,2005-11-01 00:00:00
449,インドネシア,11,6220.0,2005,2005-11-01 00:00:00
461,スペイン,11,1830.0,2005,2005-11-01 00:00:00
451,ベトナム,11,1784.0,2005,2005-11-01 00:00:00
452,インド,11,5069.0,2005,2005-11-01 00:00:00
453,イスラエル,11,988.0,2005,2005-11-01 00:00:00
454,トルコ,11,741.0,2005,2005-11-01 00:00:00
455,ヨーロッパ計,11,67150.0,2005,2005-11-01 00:00:00
456,英国,11,17573.0,2005,2005-11-01 00:00:00
457,フランス,11,8690.0,2005,2005-11-01 00:00:00
458,ドイツ,11,11207.0,2005,2005-11-01 00:00:00
459,イタリア,11,3613.0,2005,2005-11-01 00:00:00
450,フィリピン,11,7653.0,2005,2005-11-01 00:00:00
514,オーストリア,12,638.0,2005,2005-12-01 00:00:00
513,ノルウェー,12,502.0,2005,2005-12-01 00:00:00
512,デンマーク,12,795.0,2005,2005-12-01 00:00:00
508,スイス,12,1345.0,2005,2005-12-01 00:00:00
510,フィンランド,12,869.0,2005,2005-12-01 00:00:00
509,ベルギー,12,739.0,2005,2005-12-01 00:00:00
515,ポルトガル,12,1077.0,2005,2005-12-01 00:00:00
511,ポーランド,12,334.0,2005,2005-12-01 00:00:00
516,アイルランド,12,826.0,2005,2005-12-01 00:00:00
521,メキシコ,12,1098.0,2005,2005-12-01 00:00:00
518,北アメリカ計,12,72563.0,2005,2005-12-01 00:00:00
519,米国,12,58038.0,2005,2005-12-01 00:00:00
520,カナダ,12,13025.0,2005,2005-12-01 00:00:00
522,南アメリカ計,12,2885.0,2005,2005-12-01 00:00:00
523,ブラジル,12,1878.0,2005,2005-12-01 00:00:00
524,オセアニア計,12,21714.0,2005,2005-12-01 00:00:00
525,豪州,12,18802.0,2005,2005-12-01 00:00:00
526,ニュージーランド,12,2677.0,2005,2005-12-01 00:00:00
507,オランダ,12,1952.0,2005,2005-12-01 00:00:00
517,アフリカ計,12,1378.0,2005,2005-12-01 00:00:00
506,スウェーデン,12,1492.0,2005,2005-12-01 00:00:00
505,スペイン,12,1270.0,2005,2005-12-01 00:00:00
504,ロシア,12,4449.0,2005,2005-12-01 00:00:00
484,総数,12,514197.0,2005,2005-12-01 00:00:00
485,アジア計,12,363744.0,2005,2005-12-01 00:00:00
486,韓国,12,142015.0,2005,2005-12-01 00:00:00
487,中国,12,45535.0,2005,2005-12-01 00:00:00
488,台湾,12,84584.0,2005,2005-12-01 00:00:00
489,香港,12,33836.0,2005,2005-12-01 00:00:00
490,タイ,12,8860.0,2005,2005-12-01 00:00:00
491,シンガポール,12,16395.0,2005,2005-12-01 00:00:00
492,マレーシア,12,8395.0,2005,2005-12-01 00:00:00
493,インドネシア,12,5897.0,2005,2005-12-01 00:00:00
527,無国籍・その他,12,61.0,2005,2005-12-01 00:00:00
495,ベトナム,12,1267.0,2005,2005-12-01 00:00:00
496,インド,12,3740.0,2005,2005-12-01 00:00:00
497,イスラエル,12,722.0,2005,2005-12-01 00:00:00
498,トルコ,12,433.0,2005,2005-12-01 00:00:00
499,ヨーロッパ計,12,51852.0,2005,2005-12-01 00:00:00
500,英国,12,16292.0,2005,2005-12-01 00:00:00
501,フランス,12,7236.0,2005,2005-12-01 00:00:00
502,ドイツ,12,6796.0,2005,2005-12-01 00:00:00
503,イタリア,12,2716.0,2005,2005-12-01 00:00:00
494,フィリピン,12,7633.0,2005,2005-12-01 00:00:00
31,ポルトガル,1,789.0,2006,2006-01-01 00:00:00
30,オーストリア,1,911.0,2006,2006-01-01 00:00:00
29,ノルウェー,1,595.0,2006,2006-01-01 00:00:00
25,ベルギー,1,840.0,2006,2006-01-01 00:00:00
27,ポーランド,1,481.0,2006,2006-01-01 00:00:00
26,フィンランド,1,1053.0,2006,2006-01-01 00:00:00
32,アイルランド,1,1258.0,2006,2006-01-01 00:00:00
28,デンマーク,1,1149.0,2006,2006-01-01 00:00:00
33,アフリカ計,1,1672.0,2006,2006-01-01 00:00:00
38,南アメリカ計,1,2119.0,2006,2006-01-01 00:00:00
35,米国,1,57337.0,2006,2006-01-01 00:00:00
36,カナダ,1,14659.0,2006,2006-01-01 00:00:00
37,メキシコ,1,1006.0,2006,2006-01-01 00:00:00
39,ブラジル,1,1147.0,2006,2006-01-01 00:00:00
40,オセアニア計,1,23655.0,2006,2006-01-01 00:00:00
41,豪州,1,20315.0,2006,2006-01-01 00:00:00
42,ニュージーランド,1,3115.0,2006,2006-01-01 00:00:00
43,無国籍・その他,1,101.0,2006,2006-01-01 00:00:00
24,スイス,1,1233.0,2006,2006-01-01 00:00:00
34,北アメリカ計,1,73425.0,2006,2006-01-01 00:00:00
23,オランダ,1,2322.0,2006,2006-01-01 00:00:00
0,総数,1,613596.0,2006,2006-01-01 00:00:00
21,スペイン,1,1151.0,2006,2006-01-01 00:00:00
22,スウェーデン,1,2015.0,2006,2006-01-01 00:00:00
1,アジア計,1,453684.0,2006,2006-01-01 00:00:00
2,韓国,1,192590.0,2006,2006-01-01 00:00:00
3,中国,1,68854.0,2006,2006-01-01 00:00:00
4,台湾,1,109560.0,2006,2006-01-01 00:00:00
5,香港,1,36601.0,2006,2006-01-01 00:00:00
7,シンガポール,1,6958.0,2006,2006-01-01 00:00:00
8,マレーシア,1,6213.0,2006,2006-01-01 00:00:00
9,インドネシア,1,3987.0,2006,2006-01-01 00:00:00
10,フィリピン,1,8515.0,2006,2006-01-01 00:00:00
6,タイ,1,6716.0,2006,2006-01-01 00:00:00
12,インド,1,5452.0,2006,2006-01-01 00:00:00
11,ベトナム,1,1643.0,2006,2006-01-01 00:00:00
19,イタリア,1,2847.0,2006,2006-01-01 00:00:00
18,ドイツ,1,7928.0,2006,2006-01-01 00:00:00
17,フランス,1,8487.0,2006,2006-01-01 00:00:00
20,ロシア,1,5086.0,2006,2006-01-01 00:00:00
15,ヨーロッパ計,1,58940.0,2006,2006-01-01 00:00:00
14,トルコ,1,640.0,2006,2006-01-01 00:00:00
13,イスラエル,1,661.0,2006,2006-01-01 00:00:00
16,英国,1,18162.0,2006,2006-01-01 00:00:00
76,アイルランド,2,860.0,2006,2006-02-01 00:00:00
69,ベルギー,2,903.0,2006,2006-02-01 00:00:00
70,フィンランド,2,1021.0,2006,2006-02-01 00:00:00
71,ポーランド,2,382.0,2006,2006-02-01 00:00:00
72,デンマーク,2,993.0,2006,2006-02-01 00:00:00
73,ノルウェー,2,509.0,2006,2006-02-01 00:00:00
74,オーストリア,2,742.0,2006,2006-02-01 00:00:00
75,ポルトガル,2,589.0,2006,2006-02-01 00:00:00
68,スイス,2,1226.0,2006,2006-02-01 00:00:00
87,無国籍・その他,2,66.0,2006,2006-02-01 00:00:00
78,北アメリカ計,2,58061.0,2006,2006-02-01 00:00:00
79,米国,2,47426.0,2006,2006-02-01 00:00:00
80,カナダ,2,9447.0,2006,2006-02-01 00:00:00
81,メキシコ,2,860.0,2006,2006-02-01 00:00:00
82,南アメリカ計,2,1726.0,2006,2006-02-01 00:00:00
83,ブラジル,2,846.0,2006,2006-02-01 00:00:00
84,オセアニア計,2,16119.0,2006,2006-02-01 00:00:00
85,豪州,2,14141.0,2006,2006-02-01 00:00:00
86,ニュージーランド,2,1833.0,2006,2006-02-01 00:00:00
77,アフリカ計,2,1154.0,2006,2006-02-01 00:00:00
67,オランダ,2,1992.0,2006,2006-02-01 00:00:00
55,ベトナム,2,2080.0,2006,2006-02-01 00:00:00
65,スペイン,2,1205.0,2006,2006-02-01 00:00:00
44,総数,2,513906.0,2006,2006-02-01 00:00:00
45,アジア計,2,386518.0,2006,2006-02-01 00:00:00
46,韓国,2,174239.0,2006,2006-02-01 00:00:00
47,中国,2,55842.0,2006,2006-02-01 00:00:00
48,台湾,2,92508.0,2006,2006-02-01 00:00:00
50,タイ,2,6876.0,2006,2006-02-01 00:00:00
51,シンガポール,2,4769.0,2006,2006-02-01 00:00:00
52,マレーシア,2,4175.0,2006,2006-02-01 00:00:00
53,インドネシア,2,2705.0,2006,2006-02-01 00:00:00
49,香港,2,28071.0,2006,2006-02-01 00:00:00
56,インド,2,4060.0,2006,2006-02-01 00:00:00
54,フィリピン,2,5986.0,2006,2006-02-01 00:00:00
63,イタリア,2,2658.0,2006,2006-02-01 00:00:00
62,ドイツ,2,8099.0,2006,2006-02-01 00:00:00
61,フランス,2,7423.0,2006,2006-02-01 00:00:00
64,ロシア,2,3710.0,2006,2006-02-01 00:00:00
59,ヨーロッパ計,2,50262.0,2006,2006-02-01 00:00:00
58,トルコ,2,512.0,2006,2006-02-01 00:00:00
57,イスラエル,2,687.0,2006,2006-02-01 00:00:00
60,英国,2,14494.0,2006,2006-02-01 00:00:00
66,スウェーデン,2,1478.0,2006,2006-02-01 00:00:00
120,アイルランド,3,1016.0,2006,2006-03-01 00:00:00
112,スイス,3,2068.0,2006,2006-03-01 00:00:00
113,ベルギー,3,1144.0,2006,2006-03-01 00:00:00
114,フィンランド,3,1511.0,2006,2006-03-01 00:00:00
115,ポーランド,3,639.0,2006,2006-03-01 00:00:00
116,デンマーク,3,1217.0,2006,2006-03-01 00:00:00
117,ノルウェー,3,846.0,2006,2006-03-01 00:00:00
118,オーストリア,3,1147.0,2006,2006-03-01 00:00:00
119,ポルトガル,3,733.0,2006,2006-03-01 00:00:00
131,無国籍・その他,3,77.0,2006,2006-03-01 00:00:00
123,米国,3,73875.0,2006,2006-03-01 00:00:00
124,カナダ,3,14400.0,2006,2006-03-01 00:00:00
125,メキシコ,3,1605.0,2006,2006-03-01 00:00:00
126,南アメリカ計,3,2723.0,2006,2006-03-01 00:00:00
127,ブラジル,3,1412.0,2006,2006-03-01 00:00:00
128,オセアニア計,3,17902.0,2006,2006-03-01 00:00:00
129,豪州,3,15196.0,2006,2006-03-01 00:00:00
130,ニュージーランド,3,2465.0,2006,2006-03-01 00:00:00
111,オランダ,3,2411.0,2006,2006-03-01 00:00:00
122,北アメリカ計,3,90495.0,2006,2006-03-01 00:00:00
110,スウェーデン,3,2514.0,2006,2006-03-01 00:00:00
121,アフリカ計,3,1929.0,2006,2006-03-01 00:00:00
108,ロシア,3,4724.0,2006,2006-03-01 00:00:00
109,スペイン,3,2054.0,2006,2006-03-01 00:00:00
89,アジア計,3,396170.0,2006,2006-03-01 00:00:00
90,韓国,3,149071.0,2006,2006-03-01 00:00:00
91,中国,3,70491.0,2006,2006-03-01 00:00:00
92,台湾,3,94927.0,2006,2006-03-01 00:00:00
93,香港,3,26440.0,2006,2006-03-01 00:00:00
94,タイ,3,14779.0,2006,2006-03-01 00:00:00
95,シンガポール,3,7597.0,2006,2006-03-01 00:00:00
96,マレーシア,3,7501.0,2006,2006-03-01 00:00:00
97,インドネシア,3,3544.0,2006,2006-03-01 00:00:00
88,総数,3,579197.0,2006,2006-03-01 00:00:00
99,ベトナム,3,2246.0,2006,2006-03-01 00:00:00
100,インド,3,4834.0,2006,2006-03-01 00:00:00
101,イスラエル,3,1003.0,2006,2006-03-01 00:00:00
102,トルコ,3,626.0,2006,2006-03-01 00:00:00
103,ヨーロッパ計,3,69901.0,2006,2006-03-01 00:00:00
104,英国,3,19438.0,2006,2006-03-01 00:00:00
